transcript_id	X5A1	X5A2	X5A3	X5W1	X5W2	X5W3	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN16954_c0_g1_i1	0	0	0	1	3	2	6A	6W	8.19419616449222	2.55358643435087	1.90405793849292e-05	0.0003630966736522
TRINITY_DN450_c0_g1_i3	10	0	0	0	0	15	6A	6W	-0.499003696821424	2.29925862624717	0.687824825387371	0.811708243811062
TRINITY_DN99138_c0_g1_i1	0	0	0	1	6	5	6A	6W	-4.80732594206555	-0.353713689161868	0.132704187199137	0.239288499725011
TRINITY_DN47094_c0_g2_i1	1	1	0	0	3	4	6A	6W	-4.80732594206555	-0.353713689161868	0.132704187199137	0.239288499725011
TRINITY_DN5550_c0_g1_i1	12	27	0	0	20	27	6A	6W	-0.596271551211014	1.07706121221894	0.851206236144778	0.929811868955462
TRINITY_DN2754_c0_g1_i9	2	7	0	1	10	6	6A	6W	-0.25532462768695	1.34042981489977	0.999999999999999	1.0
TRINITY_DN8201_c0_g1_i1	0	0	2	0	0	5	6A	6W	0.0356658287142312	1.92924516299912	1.0	1.0
TRINITY_DN11646_c0_g1_i1	0	3	7	0	6	0	6A	6W	-2.03932909245747	0.658703212324878	0.143562551731463	0.255022569493484
TRINITY_DN34_c0_g1_i3	116	215	25	42	150	35	6A	6W	0.335169135803316	7.59213037233043	0.507455942825532	0.660350928105444
TRINITY_DN22640_c0_g1_i1	1	1	2	0	0	6	6A	6W	-1.06399061947256	1.08978595515557	0.49119488778178	0.645328482830149
TRINITY_DN80034_c0_g1_i1	2	1	4	1	3	2	6A	6W	1.1869495622357	0.325420334969037	0.680628572920656	0.806182532229614
TRINITY_DN5289_c0_g1_i1	2	4	9	0	5	1	6A	6W	8.07646689725529	2.45480977761796	4.32569995449144e-05	0.0007050160348059
TRINITY_DN33172_c0_g1_i1	1	1	1	2	1	2	6A	6W	-4.12070619502706	2.45396508279339	0.0005375033544884	0.0051391636972751
TRINITY_DN19636_c0_g1_i1	1	0	7	0	3	1	6A	6W	2.7692093162606	1.00534047462686	0.0320810345796381	0.0927355325948709
TRINITY_DN4504_c0_g1_i1	5	6	17	1	5	5	6A	6W	0.379822185260945	1.73755938513093	0.835879781020771	0.919561511290074
TRINITY_DN117508_c0_g1_i1	6	11	0	0	0	3	6A	6W	-5.29053703847044	-0.148855058499536	0.0630008419264278	0.14531288380857
TRINITY_DN2921_c0_g1_i1	19	45	2	2	30	34	6A	6W	-0.479523886944101	3.93425590512021	0.675695459589351	0.802309810381147
TRINITY_DN146787_c0_g1_i1	2	0	0	2	0	0	6A	6W	-6.46090416516769	0.602310469474625	0.0093219442559486	0.0393668571008259
TRINITY_DN1116_c0_g1_i1	1142	1495	99	94	192	259	6A	6W	0.348975136599866	4.44859978893338	0.721479853051222	0.837267311079984
TRINITY_DN23421_c0_g1_i1	12	4	0	0	0	11	6A	6W	-0.0589972348735636	0.794737634341257	1.0	1.0
TRINITY_DN16866_c0_g1_i2	18	21	1	30	78	139	6A	6W	2.29137342349699	3.28090231830322	0.0057368006806875	0.0280708595948505
TRINITY_DN9729_c0_g1_i1	43	0	0	0	0	13	6A	6W	-0.431721706166076	0.456459833513357	0.665126185131213	0.794042999988844
TRINITY_DN291_c0_g1_i3	20	62	0	0	31	24	6A	6W	0.490784302189767	2.90087795975769	0.605420612786927	0.745189954676581
TRINITY_DN1919_c0_g1_i5	28	88	0	1	69	69	6A	6W	2.60424287221072	3.7020535449874	0.0016390761251225	0.0118558601265052
TRINITY_DN6389_c0_g1_i1	0	0	5	0	3	3	6A	6W	0.649441049351797	0.670438597434804	0.617575829863961	0.755613087074156
TRINITY_DN844_c0_g1_i3	46	73	3	6	43	43	6A	6W	1.03045808625882	3.48619447203183	0.336870212692355	0.4930214150326
TRINITY_DN377_c0_g1_i1	1	4	11	0	0	0	6A	6W	3.39160643923797	6.22663373948225	4.9086555652333405e-09	3.34736428935317e-07
TRINITY_DN4651_c0_g1_i1	0	6	20	0	3	3	6A	6W	2.11181321336348	3.08309926882644	0.170850293755609	0.292357300749949
TRINITY_DN2122_c0_g1_i1	12	34	0	0	13	4	6A	6W	7.50190674492971	1.98899107380359	0.0134264077031221	0.0504903258729351
TRINITY_DN506_c0_g1_i2	42	91	4	17	50	81	6A	6W	2.86100247566289	1.71012259354086	0.0096096918187697	0.0401671082211794
TRINITY_DN102722_c0_g1_i1	1	1	2	1	1	1	6A	6W	-3.25442650449855	-0.0914769666172605	0.077265701470318	0.169862562092784
TRINITY_DN6338_c0_g1_i1	4	0	7	0	1	1	6A	6W	7.6336806247971	2.08894686053378	0.0002159358876207	0.0025372696091649
TRINITY_DN27335_c0_g1_i1	0	0	0	1	0	5	6A	6W	-3.0342552375275	1.19019720109524	0.0029542635800419	0.0178648563663118
TRINITY_DN117880_c0_g1_i1	9	9	0	0	0	0	6A	6W	-6.2231807032153	0.240818234441818	0.024751271206728	0.077871313966135
TRINITY_DN16435_c0_g1_i1	81	160	13	6	42	41	6A	6W	1.82843561505687	2.41855782760863	0.0539286346884973	0.134558213488193
TRINITY_DN26846_c0_g1_i1	4	2	1	0	2	0	6A	6W	-4.80732594206555	-0.353713689161868	0.132704187199137	0.239288499725011
TRINITY_DN3128_c0_g1_i5	0	11	0	1	0	0	6A	6W	-0.955862287183068	5.51981172718791	0.0666448014924115	0.151814852894618
TRINITY_DN1856_c0_g1_i7	3	2	1	0	6	4	6A	6W	-0.535867808079786	3.94905047147726	0.696440325192204	0.818139442120236
TRINITY_DN5663_c0_g1_i1	3	1	10	0	2	1	6A	6W	6.93979728894244	1.54499975503675	0.0012639498535329	0.0098061570809155
TRINITY_DN5882_c0_g1_i3	14	0	0	2	0	0	6A	6W	-0.56396461699484	2.02986745116011	0.672458465784116	0.799782177071749
TRINITY_DN5460_c0_g1_i2	7	14	0	1	5	9	6A	6W	7.08059436423001	1.65222513923845	0.0011063222168494	0.0088658542968859
TRINITY_DN35822_c0_g1_i1	20	63	1	4	25	50	6A	6W	-3.20682896726173	0.218354344412022	0.0382555940128555	0.105415889322534
TRINITY_DN192_c0_g1_i4	4	13	0	0	0	4	6A	6W	1.6240362692755	2.96628956220572	0.0866851350309134	0.185908107640141
TRINITY_DN145229_c0_g1_i1	0	0	0	1	3	4	6A	6W	-5.51027444122843	-0.0673736846714084	0.0452697034528658	0.117229716651797
TRINITY_DN6662_c0_g1_i1	0	5	12	3	5	0	6A	6W	1.31221019684776	3.61759508191741	0.0891333579268488	0.187213024930325
TRINITY_DN160_c0_g2_i1	41	30	0	12	53	17	6A	6W	1.10173746402515	4.39012132947112	0.0589981492030741	0.142749720131555
TRINITY_DN4356_c0_g1_i1	0	33	0	0	31	46	6A	6W	2.84890423205495	4.54372248251712	0.0012831762171721	0.0099284055043198
TRINITY_DN5920_c0_g1_i1	0	4	8	1	3	0	6A	6W	0.344516452020057	2.54598212848458	0.755384296381169	0.861435377208475
TRINITY_DN4421_c0_g1_i2	4	7	12	0	6	0	6A	6W	8.93647936591482	3.19852952375769	5.1835266217368e-07	1.86389106527105e-05
TRINITY_DN253_c0_g1_i8	111	287	8	74	258	329	6A	6W	-4.80064201242766	2.55853653754494	0.0001416288517879	0.0018254263144479
TRINITY_DN6851_c0_g1_i4	15	122	0	0	6	24	6A	6W	7.13934050633244	1.69706532046363	0.0011869476094168	0.0093459173674679
TRINITY_DN6582_c0_g1_i1	4	40	0	15	49	46	6A	6W	2.88429774211692	1.7268923487957	0.0096679363057569	0.0403638043038071
TRINITY_DN2849_c0_g1_i5	0	4	1	0	6	0	6A	6W	0.897340072882963	6.65863159310282	0.0894182772978862	0.187213024930325
TRINITY_DN23859_c0_g1_i1	0	0	1	0	0	4	6A	6W	-3.82167168757741	-0.105652957791694	0.0554957734275009	0.136350575301135
TRINITY_DN24147_c0_g1_i1	0	0	1	1	0	0	6A	6W	-0.387612011932618	1.01992283674322	0.911138859272882	0.967010142077801
TRINITY_DN942_c0_g1_i10	68	50	63	67	44	64	6A	6W	-0.614945425161097	4.19163141553479	0.451910543586936	0.608859182486825
TRINITY_DN13570_c0_g1_i1	0	5	2	0	0	0	6A	6W	-2.91475075716634	1.59542726158749	0.0021813380585349	0.0145512566958843
TRINITY_DN67437_c0_g1_i1	8	11	0	1	12	12	6A	6W	-2.07987885947508	-0.217307434024772	0.328156969717221	0.484006452580541
TRINITY_DN5573_c0_g1_i1	1	2	8	0	3	5	6A	6W	0.797323078354945	2.86008265171446	0.524642755986724	0.675984256058637
TRINITY_DN119006_c0_g1_i1	0	6	0	1	3	8	6A	6W	-3.06510689107922	0.467065495816557	0.0536357650648228	0.134082950132379
TRINITY_DN5706_c0_g1_i6	6	3	1	0	17	12	6A	6W	0.393500607293806	2.08752761432783	0.726408879889448	0.840777096188463
TRINITY_DN1404_c0_g1_i4	0	8	0	0	4	4	6A	6W	2.24074267685369	4.93836776365197	0.0916528394583956	0.189867439009325
TRINITY_DN19784_c0_g1_i1	0	3	6	1	0	0	6A	6W	5.33894205899287	0.458545998135009	0.0703113767131165	0.158024466901323
TRINITY_DN4992_c0_g1_i1	0	0	0	0	3	7	6A	6W	10.9856640069874	5.1061319801565	1.77506791025085e-14	5.22392414679533e-12
TRINITY_DN11938_c0_g1_i1	297	291	9	0	92	152	6A	6W	-0.239808329452633	1.84729792849771	0.947489421488884	0.990915323471835
TRINITY_DN23257_c0_g1_i1	0	15	0	0	0	10	6A	6W	6.32305823099792	1.09515221476863	0.002411375544442	0.015522996261929
TRINITY_DN3219_c0_g1_i1	1	3	25	0	5	3	6A	6W	1.41826320634024	2.26923923926545	0.229702233542333	0.368642057238393
TRINITY_DN6509_c0_g1_i2	0	4	0	1	5	4	6A	6W	1.43543453158985	5.50974319544057	0.159284760000785	0.276754977854604
TRINITY_DN15144_c0_g1_i3	7	20	4	2	8	0	6A	6W	-5.77069635455652	1.8020182091269	4.28140503996674e-06	0.0001113457727082
TRINITY_DN1884_c0_g1_i3	2	11	5	0	21	34	6A	6W	0.964603190315102	2.37746357617435	0.475686610289767	0.631479804851206
TRINITY_DN18828_c0_g1_i1	33	31	1	31	77	109	6A	6W	5.21647763510625	0.38757299928372	0.0871803608635832	0.186691518186861
TRINITY_DN6633_c0_g1_i1	12	15	10	1	3	4	6A	6W	-1.18147939511401	1.08629898824239	0.296277248960969	0.448609298452397
TRINITY_DN27586_c0_g1_i1	14	6	0	0	12	17	6A	6W	-0.761030444603736	0.418716343075402	0.844206565614905	0.925308016521344
TRINITY_DN18187_c0_g1_i1	9	13	5	1	13	7	6A	6W	0.239059274456521	1.77132600725258	0.742333423245832	0.85230265938872
TRINITY_DN3170_c0_g1_i1	136	291	8	12	86	93	6A	6W	2.3722614398412	1.84605367705051	0.15699503209352	0.273768169198044
TRINITY_DN152324_c0_g1_i1	3	0	1	1	0	0	6A	6W	-5.05571068391407	-0.274427410422614	0.0900253931018956	0.187213024930325
TRINITY_DN5524_c0_g1_i3	8	9	0	0	0	20	6A	6W	1.29481135159824	3.0589165204137	0.171519349254834	0.293263573586303
TRINITY_DN1803_c0_g1_i4	0	0	0	0	72	24	6A	6W	1.42128361626798	3.15519529788007	0.0852845240389258	0.183549387581092
TRINITY_DN135215_c0_g1_i1	1	2	0	0	5	8	6A	6W	-6.0172615430184	0.288589381510405	0.0158934417292941	0.057216309972969
TRINITY_DN4077_c0_g1_i2	0	36	5	0	46	0	6A	6W	-7.63473824314584	1.68724187822901	6.66179833629191e-05	0.0009918717361449
TRINITY_DN152045_c0_g1_i1	0	0	0	1	0	3	6A	6W	-5.58715806844093	-0.0415112868655697	0.0332777066155218	0.0948891994409473
TRINITY_DN12173_c0_g1_i2	211	277	18	41	127	197	6A	6W	2.37792780854632	0.762445530501256	0.0798215805043065	0.174218198706946
TRINITY_DN387_c0_g1_i1	2	37	0	0	7	30	6A	6W	2.31992319947553	3.60620726589674	0.0428135847371646	0.113584240487246
TRINITY_DN16071_c0_g1_i2	0	0	0	0	4	16	6A	6W	7.62031028446606	2.07809256344041	0.0001042613489226	0.0014269052784361
TRINITY_DN3815_c0_g1_i5	5	20	0	0	12	26	6A	6W	-7.74980611335224	5.70883369910728	2.52110047749491e-15	9.34056471999019e-13
TRINITY_DN3585_c0_g1_i1	1	3	15	0	1	3	6A	6W	1.30086508287326	4.64503373060751	0.203419094172825	0.335178867998827
TRINITY_DN13819_c0_g1_i7	23	13	4	9	36	26	6A	6W	-0.982607319237783	1.44372041279733	0.526571027142434	0.677491031390817
TRINITY_DN13309_c0_g1_i1	0	5	8	0	4	0	6A	6W	1.33517357399592	1.45841358342479	0.19767678043264	0.327603364516349
TRINITY_DN2665_c0_g1_i2	1	5	0	12	41	34	6A	6W	-0.984027100761239	0.884593532710847	0.705270693986555	0.824869925373294
TRINITY_DN98367_c0_g1_i1	9	11	0	0	8	5	6A	6W	-2.41864593356412	-0.144955204828016	0.226144785737505	0.36429950528245
TRINITY_DN3474_c0_g1_i2	16	18	0	0	4	19	6A	6W	-0.120521332213681	5.21217696052999	0.885454120088826	0.95151721348576
TRINITY_DN9221_c0_g1_i1	1	5	5	1	4	2	6A	6W	-1.60444261221009	0.448638488166219	0.182116961596725	0.307346444604559
TRINITY_DN6541_c0_g1_i4	12	18	1	3	5	9	6A	6W	0.968651063809896	0.273590183021455	0.856290961414001	0.932824593456582
TRINITY_DN26625_c0_g1_i1	14	37	2	6	17	25	6A	6W	-3.39016962531856	0.753008548967153	0.0054772143385032	0.0271829157990906
TRINITY_DN9302_c0_g1_i1	7	14	0	0	13	11	6A	6W	1.92420898570796	1.61875739909462	0.131595713716746	0.239288499725011
TRINITY_DN8772_c0_g1_i2	306	753	13	308	1092	1714	6A	6W	6.41981082387372	1.16499363671607	0.0077927197174407	0.0346491080669769
TRINITY_DN1021_c0_g1_i3	0	0	0	0	6	6	6A	6W	1.85384304462637	4.98621216096242	0.10374483337635	0.209476119574148
TRINITY_DN3737_c0_g1_i3	6	4	0	0	7	0	6A	6W	-0.558491501327027	4.52295390857849	0.462454607389705	0.619205096993949
TRINITY_DN7336_c0_g1_i1	1	2	8	0	2	6	6A	6W	7.3799783720077	1.88553691408496	0.0006473261555737	0.0059119891028089
TRINITY_DN659_c0_g1_i2	22	23	2	0	24	0	6A	6W	2.93994678772601	3.75272409207546	0.0026667939741716	0.0166456000835197
TRINITY_DN4308_c0_g1_i1	2	3	13	1	7	2	6A	6W	0.441910844679956	4.19636024243257	0.728631700123964	0.842168319961301
TRINITY_DN2776_c0_g1_i1	4	2	7	2	0	3	6A	6W	5.87954954927402	0.801687620038529	0.0764256683777307	0.168561779641125
TRINITY_DN24_c0_g1_i5	60	115	0	0	130	250	6A	6W	-7.83782007310964	5.43913580484988	9.27536155795386e-06	0.0002060188570829
TRINITY_DN79140_c0_g1_i1	0	0	1	0	3	0	6A	6W	-3.70358199874982	0.141200318599709	0.0298127772248503	0.0884082110579416
TRINITY_DN11836_c0_g2_i1	6	12	0	0	0	0	6A	6W	1.63931829421637	1.70040189278932	0.134731480991142	0.242227061090222
TRINITY_DN6074_c0_g1_i1	0	1	7	0	4	0	6A	6W	0.475063277560916	1.75990580911876	0.742262254805201	0.85228915414253
TRINITY_DN13920_c0_g1_i1	10	25	0	5	2	22	6A	6W	0.429215166925274	0.699128065933833	0.703236879817914	0.823351745385733
TRINITY_DN5626_c0_g2_i1	1	2	10	0	0	4	6A	6W	-8.60636280992673	4.03482647495773	4.00256009557337e-11	4.924876026762891e-09
TRINITY_DN6462_c0_g1_i4	7	0	7	0	0	0	6A	6W	1.48473193237744	4.56788235958218	0.0251588150759636	0.0787135347194939
TRINITY_DN8608_c0_g1_i1	11	17	6	0	19	22	6A	6W	2.64017804806425	0.913912857964922	0.0612627599299251	0.14531288380857
TRINITY_DN15357_c0_g1_i1	0	5	1	0	1	1	6A	6W	1.66796676167778	0.903346201320341	0.159546612197466	0.27714031632124
TRINITY_DN1830_c0_g1_i4	30	30	2	0	45	49	6A	6W	10.1046557241171	4.26785113993989	3.74649163717787e-11	4.67556522497788e-09
TRINITY_DN1435_c0_g2_i1	0	3	0	0	5	12	6A	6W	-0.637328750710708	0.700622224092418	0.757514630137964	0.863046506456074
TRINITY_DN10674_c0_g1_i2	6	65	0	7	30	32	6A	6W	-0.213617156364499	0.822607607208395	1.0	1.0
TRINITY_DN2552_c0_g1_i2	2	1	4	4	5	7	6A	6W	-0.15544329441646	4.64034842415261	0.771332925839124	0.873547288618963
TRINITY_DN1602_c0_g1_i1	52	78	1	57	217	291	6A	6W	0.199605653407015	3.62038882953985	0.774008688660443	0.875552096074733
TRINITY_DN418_c0_g1_i1	44	120	6	6	50	56	6A	6W	0.722059497265719	3.07307283770395	0.461558313294909	0.61834786466063
TRINITY_DN4018_c0_g1_i1	10	7	13	0	0	3	6A	6W	-2.10479149902142	1.32000772080924	0.113905890787498	0.225027108056493
TRINITY_DN13678_c0_g1_i1	0	3	0	0	4	4	6A	6W	5.3954135106414	0.489424934060948	0.0426113509647226	0.113167097440343
TRINITY_DN164738_c0_g1_i1	1	0	1	1	0	3	6A	6W	-5.16669876106422	0.574790114285638	0.0042549827444678	0.0227719915487286
TRINITY_DN1646_c0_g1_i1	61	120	12	8	38	47	6A	6W	-1.43454592265325	4.08486191951649	0.027654003588974	0.0836108204981071
TRINITY_DN7297_c0_g1_i10	43	96	0	5	0	32	6A	6W	1.61033303456908	4.58913217304876	0.0165325019070762	0.0585954529583774
TRINITY_DN6161_c0_g1_i23	24	0	5	6	0	0	6A	6W	-0.147093972540079	4.1751923157467	0.865462795940015	0.93881696541386
TRINITY_DN3983_c0_g1_i4	2	0	0	0	18	31	6A	6W	5.0344807919769	4.31931388571337	5.15419155858637e-08	2.53257259703162e-06
TRINITY_DN10071_c0_g1_i4	1	2	17	1	2	5	6A	6W	0.0770139051202297	2.5217186879068	0.942236253073292	0.987138064012391
TRINITY_DN10419_c0_g1_i1	0	3	15	0	0	7	6A	6W	-0.77735238789491	0.759507497922009	0.624279498967037	0.761081607050607
TRINITY_DN9718_c0_g1_i2	0	1	1	0	4	1	6A	6W	-0.127670495213704	1.90745570915897	1.0	1.0
TRINITY_DN7141_c0_g1_i1	0	4	12	0	1	4	6A	6W	1.54482514786298	2.5905296842924	0.0870095796442387	0.186454555470332
TRINITY_DN12905_c0_g1_i2	3	0	1	0	1	0	6A	6W	0.106503407365411	0.645091473342782	0.999999999999999	1.0
TRINITY_DN27771_c0_g1_i1	0	1	3	1	1	0	6A	6W	-3.16469201804995	1.0740894737914	0.0041749807058119	0.0224976185803546
TRINITY_DN7279_c0_g1_i4	0	37	0	0	37	0	6A	6W	-3.37313529987398	2.03160011414518	0.033629170280795	0.0956435386057605
TRINITY_DN5665_c0_g1_i1	1	5	1	0	0	3	6A	6W	0.598704049579115	3.28023843939101	0.393613298861419	0.552235073213667
TRINITY_DN82597_c0_g1_i1	1	4	0	1	0	5	6A	6W	-2.79501569929644	0.701825307962093	0.0303800022110353	0.0896801153694256
TRINITY_DN2607_c0_g1_i3	0	5	0	0	16	83	6A	6W	1.06272443571259	2.61061583598553	0.291023319697299	0.442455462381127
TRINITY_DN6762_c0_g1_i8	0	0	0	1	2	4	6A	6W	-1.17734504442915	4.14949033102746	0.289452896380082	0.440568277367802
TRINITY_DN8318_c0_g1_i3	2	0	0	0	4	1	6A	6W	-2.80287644693525	1.35795487761529	0.0136999172833102	0.0512924106650956
TRINITY_DN4294_c0_g1_i8	5	8	0	0	22	33	6A	6W	0.27236302410639	4.31941461084432	0.644034107187555	0.77716912366307
TRINITY_DN7680_c0_g1_i6	0	23	0	0	12	30	6A	6W	0.308628809833843	2.09724155533513	0.928470373388356	0.978002644701285
TRINITY_DN201_c0_g1_i1	9	7	0	0	6	10	6A	6W	8.9219068311	3.18563544537832	6.26350372067388e-07	2.18593119126344e-05
TRINITY_DN1973_c0_g1_i3	0	153	0	5	9	32	6A	6W	2.15003894876119	2.42755804910557	0.0442233343810311	0.116145020076285
TRINITY_DN134_c0_g1_i1	0	18	0	92	305	444	6A	6W	8.34901363545524	2.68548508345825	8.27620296473175e-06	0.0001886433288234
TRINITY_DN15400_c0_g1_i1	0	0	10	1	0	2	6A	6W	-6.98922950574734	1.04449751059783	0.000488964159692	0.0047803069710864
TRINITY_DN5894_c0_g1_i12	14	0	0	7	34	21	6A	6W	-0.75029242537575	1.68256223163506	0.757115805656162	0.862722399868335
TRINITY_DN12565_c0_g1_i1	2	4	6	0	0	0	6A	6W	2.62449139458362	2.35699884039716	0.0072402241304487	0.0329065411177476
TRINITY_DN578_c0_g1_i1	36	66	3	8	54	99	6A	6W	-3.07810361087575	0.117675477558258	0.0815313327195192	0.177190322196706
TRINITY_DN3215_c0_g1_i1	11	10	0	1	0	13	6A	6W	0.296647102488796	4.61906323936667	0.603375087128774	0.743455501616891
TRINITY_DN35857_c0_g1_i1	3	1	3	3	5	0	6A	6W	-6.08298028412012	0.314393756184809	0.0033377913489959	0.0193792249786287
TRINITY_DN428_c0_g1_i2	13	24	0	7	20	28	6A	6W	4.72202474622167	4.28214862799052	5.77883160856841e-07	2.04778400523783e-05
TRINITY_DN9403_c0_g1_i9	4	14	0	0	0	3	6A	6W	-1.12492832057526	0.898078400099112	0.578054817196566	0.72198121378381
TRINITY_DN681_c0_g1_i2	8	40	0	4	19	48	6A	6W	-3.72752380518009	1.81326125705834	0.0207935894036776	0.0690244701492184
TRINITY_DN4671_c0_g1_i1	75	97	0	6	82	155	6A	6W	-0.634064822040775	3.10724262622723	0.623063564585224	0.760189309056855
TRINITY_DN8061_c0_g1_i2	0	8	3	0	6	9	6A	6W	2.63829042360808	2.45266175808723	0.0100199699733988	0.0414666092297494
TRINITY_DN24445_c0_g1_i2	0	0	0	1	0	3	6A	6W	1.28144864165261	2.65757555958996	0.162306352611311	0.280852494934746
TRINITY_DN16014_c0_g1_i1	0	9	0	0	0	5	6A	6W	-1.19234692813616	2.70029966139184	0.481750309827941	0.636973886961789
TRINITY_DN5637_c0_g1_i2	0	5	5	0	6	0	6A	6W	2.66189011279197	2.25270405133473	0.0077172013976077	0.0343962546288326
TRINITY_DN4231_c0_g1_i2	19	72	0	5	33	81	6A	6W	1.11811180005498	2.55114421073073	0.26908210974503	0.41680154858057
TRINITY_DN13448_c0_g1_i1	0	6	0	0	15	3	6A	6W	0.895779795524961	1.25534165841844	0.423221960686584	0.581406366283525
TRINITY_DN108490_c0_g1_i1	0	1	1	2	0	1	6A	6W	-3.38903784864743	0.0588996979560759	0.0253474771826984	0.0791724681546603
TRINITY_DN18934_c0_g1_i1	3	4	0	0	1	6	6A	6W	3.11268898875554	1.22815366124125	0.0177116404356235	0.0611381228170094
TRINITY_DN56459_c0_g1_i1	0	3	1	2	2	2	6A	6W	-0.951247063190701	0.150124588347338	0.770555616400106	0.873000535696014
TRINITY_DN3252_c0_g1_i2	0	38	5	0	34	25	6A	6W	2.38650935753277	4.4300282061318	0.0011439532909649	0.0090971471416705
TRINITY_DN10507_c0_g1_i1	0	10	1	0	1	7	6A	6W	7.74651158285952	2.18050019787571	9.5724290843149e-05	0.0013335710149511
TRINITY_DN2321_c0_g1_i3	74	190	0	9	16	16	6A	6W	1.5079107010939	8.33095107104671	0.0031753066508981	0.0187934584413557
TRINITY_DN294_c0_g1_i7	0	0	0	72	262	372	6A	6W	1.86474844590316	4.40960785523871	0.145908196272509	0.25826615870093
TRINITY_DN15276_c0_g1_i1	10	11	6	6	15	23	6A	6W	-0.771825111081088	1.99596264420554	0.660777127382539	0.790689978770345
TRINITY_DN2047_c0_g1_i2	56	69	4	0	0	0	6A	6W	7.21766735705828	1.75884988458537	0.001877026050289	0.0130739629827557
TRINITY_DN113_c0_g2_i1	3	0	16	0	1	2	6A	6W	5.04799113460884	4.10241611073521	1.64490385182851e-08	9.5130463809826e-07
TRINITY_DN73630_c0_g1_i1	2	1	1	2	5	6	6A	6W	-5.68612428412617	0.0393933434876526	0.0309234412027184	0.0905444287353926
TRINITY_DN464_c0_g1_i2	16	54	2	14	59	54	6A	6W	-0.911824886281938	1.28038067801065	0.531997351473844	0.682406098953087
TRINITY_DN3449_c0_g1_i4	0	17	0	0	14	35	6A	6W	0.339789694077029	1.27160978354319	0.831682995697338	0.916916828188364
TRINITY_DN1870_c0_g1_i1	56	99	3	1	7	10	6A	6W	1.09892050309333	1.55232760609617	0.291343465709792	0.442802180636299
TRINITY_DN12577_c0_g1_i1	5	15	0	0	0	5	6A	6W	0.65875624427086	0.696039854020955	0.490654277703062	0.644914304099696
TRINITY_DN71_c0_g1_i3	15	30	0	9	5	30	6A	6W	2.94403295667469	5.44939489258162	0.0449539643095266	0.117229716651797
TRINITY_DN56659_c0_g1_i1	8	4	0	0	14	30	6A	6W	-2.91173703322551	0.294748720740087	0.0476424772201516	0.122143178368836
TRINITY_DN693_c0_g1_i1	11	26	2	6	18	28	6A	6W	0.773054974637039	2.74043202936861	0.322718838578246	0.478144019931574
TRINITY_DN13194_c0_g1_i1	57	121	8	5	56	72	6A	6W	-0.0415754623638564	2.27142860140659	0.999999999999997	1.0
TRINITY_DN148535_c0_g1_i1	0	4	18	0	14	1	6A	6W	-2.16184304530299	0.430526553673293	0.0765423861703845	0.168765387105908
TRINITY_DN4628_c0_g1_i1	4	7	22	0	1	5	6A	6W	2.16918549934504	3.66839769654895	0.065745909959377	0.150224906071932
TRINITY_DN127089_c0_g1_i1	2	0	4	0	0	0	6A	6W	-4.68485664051476	1.99450828631485	0.0027225829901631	0.0168846125344962
TRINITY_DN6504_c0_g1_i1	0	0	0	3	6	21	6A	6W	1.56126502298238	1.42400185332826	0.19348071870327	0.322251712408747
TRINITY_DN10009_c0_g1_i1	31	90	5	19	107	170	6A	6W	0.944034936016008	1.38213897854872	0.572652324961922	0.717426055331715
TRINITY_DN12196_c0_g1_i4	1	4	4	0	0	0	6A	6W	6.95282647886592	1.54957028838599	0.023645996853165	0.0755438361760286
TRINITY_DN3701_c0_g1_i1	56	85	10	7	79	66	6A	6W	-0.195552012619581	4.611662739975	0.748091335307642	0.856385163127851
TRINITY_DN138186_c0_g1_i1	0	0	2	3	1	4	6A	6W	-6.44323321644259	0.507223432354535	0.0051013400740607	0.0258967376421774
TRINITY_DN6048_c0_g1_i4	0	18	0	6	70	66	6A	6W	1.29561609279724	2.65147614547335	0.112137691781101	0.222184481177609
TRINITY_DN18356_c0_g1_i1	2	8	0	2	0	3	6A	6W	5.83630648081151	0.765875101264335	0.0171320248760682	0.0600322528495935
TRINITY_DN11184_c0_g1_i1	9	10	0	2	8	5	6A	6W	3.10155029338347	1.88853108513268	0.0042996401982312	0.0229418121214908
TRINITY_DN15300_c0_g1_i1	11	13	1	3	10	15	6A	6W	-0.537576272280321	2.42817608553835	0.705382754890204	0.824935400221949
TRINITY_DN17220_c0_g1_i1	2	2	13	0	1	4	6A	6W	1.17768649945912	0.616460529135104	0.259660424937014	0.405530369896831
TRINITY_DN3544_c0_g1_i2	1	4	0	20	28	31	6A	6W	1.06341525204141	5.82654252522418	0.0538809361688807	0.134558213488193
TRINITY_DN797_c0_g1_i8	0	0	2	2	0	0	6A	6W	0.698857082349453	4.83202755886856	0.487640156883615	0.642244366399442
TRINITY_DN5938_c0_g1_i3	154	143	47	0	5	4	6A	6W	1.59261995771644	3.15016462784463	0.0310770869147589	0.0905444287353926
TRINITY_DN1015_c0_g1_i3	4	41	0	4	29	19	6A	6W	4.29311358509692	2.06934184350766	0.0035466280787656	0.0201864214309608
TRINITY_DN19616_c0_g1_i5	0	22	0	0	32	19	6A	6W	-3.52810690254032	0.0925416016535518	0.0390733877085687	0.106381460329486
TRINITY_DN6109_c0_g1_i1	1	5	18	0	4	2	6A	6W	-0.223392060991119	3.65688695560994	0.777478375143946	0.878028873563641
